file,real_time,predicted_time,error,abs_error
01201233.mseed,30.799999952316284,30.557274,-0.24272608757019043,0.24272608757019043
03090407.mseed,30.700000047683716,30.459229,-0.24077153205871582,0.24077153205871582
05022351.mseed,30.59999990463257,30.359798,-0.24020147323608398,0.24020147323608398
05010642.mseed,30.700000047683716,30.459927,-0.24007344245910645,0.24007344245910645
05021508.mseed,30.09999990463257,30.33981,0.23980951309204102,0.23980951309204102
02260201.mseed,30.200000047683716,30.43803,0.23803019523620605,0.23803019523620605
11271131.mseed,30.09999990463257,30.337696,0.23769617080688477,0.23769617080688477
06012254.mseed,30.700000047683716,30.463844,-0.23615574836730957,0.23615574836730957
03191350.mseed,30.700000047683716,30.464903,-0.23509716987609863,0.23509716987609863
05030914.mseed,30.700000047683716,30.465183,-0.2348167896270752,0.2348167896270752
05090611.mseed,30.09999990463257,30.33317,0.2331700325012207,0.2331700325012207
01221406.mseed,30.40000009536743,30.632933,0.23293256759643555,0.23293256759643555
02231505.mseed,30.299999952316284,30.530523,0.23052334785461426,0.23052334785461426
02082306.mseed,30.200000047683716,30.429928,0.22992777824401855,0.22992777824401855
05022201.mseed,30.200000047683716,30.429554,0.2295539379119873,0.2295539379119873
05192024.mseed,30.5,30.270508,-0.2294921875,0.2294921875
02260509.mseed,30.200000047683716,30.428934,0.22893404960632324,0.22893404960632324
05020431.mseed,30.59999990463257,30.371443,-0.22855710983276367,0.22855710983276367
04302034.mseed,30.200000047683716,30.426788,0.22678828239440918,0.22678828239440918
01042052.mseed,30.59999990463257,30.376852,-0.22314786911010742,0.22314786911010742
07051153.mseed,30.200000047683716,30.423103,0.22310328483581543,0.22310328483581543
01311105.mseed,30.59999990463257,30.379398,-0.22060155868530273,0.22060155868530273
10250512.mseed,30.700000047683716,30.481194,-0.21880650520324707,0.21880650520324707
05071613.mseed,30.200000047683716,30.41647,0.21646952629089355,0.21646952629089355
12262325.mseed,30.5,30.716057,0.21605682373046875,0.21605682373046875
06242114.mseed,30.200000047683716,30.414371,0.2143714427947998,0.2143714427947998
02071511.mseed,30.299999952316284,30.513666,0.21366620063781738,0.21366620063781738
09250946.mseed,30.299999952316284,30.512503,0.21250271797180176,0.21250271797180176
10241905.mseed,30.59999990463257,30.810669,0.21066904067993164,0.21066904067993164
06221152.mseed,30.200000047683716,30.408138,0.20813822746276855,0.20813822746276855
05291948.mseed,30.299999952316284,30.507488,0.2074882984161377,0.2074882984161377
11181154.mseed,30.5,30.295498,-0.20450210571289062,0.20450210571289062
05150113.mseed,30.200000047683716,30.404121,0.20412135124206543,0.20412135124206543
06201012.mseed,30.299999952316284,30.500315,0.20031476020812988,0.20031476020812988
08010408.mseed,30.700000047683716,30.501184,-0.19881558418273926,0.19881558418273926
05101009.mseed,30.200000047683716,30.397089,0.19708895683288574,0.19708895683288574
06030722.mseed,30.5,30.304094,-0.1959056854248047,0.1959056854248047
05010057.mseed,30.200000047683716,30.395378,0.19537806510925293,0.19537806510925293
05021642.mseed,30.299999952316284,30.494799,0.19479870796203613,0.19479870796203613
06301312.mseed,30.5,30.309679,-0.1903209686279297,0.1903209686279297
05010517.mseed,30.200000047683716,30.388351,0.18835139274597168,0.18835139274597168
12311917.mseed,30.700000047683716,30.511845,-0.1881554126739502,0.1881554126739502
08301156.mseed,30.299999952316284,30.488117,0.18811726570129395,0.18811726570129395
05050034.mseed,30.59999990463257,30.412245,-0.18775510787963867,0.18775510787963867
05220032.mseed,30.200000047683716,30.387192,0.18719172477722168,0.18719172477722168
04302159.mseed,30.299999952316284,30.485146,0.18514561653137207,0.18514561653137207
04180719.mseed,30.59999990463257,30.41753,-0.18246984481811523,0.18246984481811523
03171707.mseed,30.59999990463257,30.4199,-0.1800990104675293,0.1800990104675293
04282135.mseed,30.200000047683716,30.377201,0.1772010326385498,0.1772010326385498
12211829.mseed,30.200000047683716,30.3769,0.17689967155456543,0.17689967155456543
04301121.mseed,30.299999952316284,30.476711,0.1767113208770752,0.1767113208770752
04031646.mseed,29.59999990463257,29.775318,0.17531824111938477,0.17531824111938477
01230433.mseed,30.299999952316284,30.474123,0.17412304878234863,0.17412304878234863
05241804.mseed,30.700000047683716,30.526003,-0.173997163772583,0.173997163772583
11192229.mseed,30.299999952316284,30.473885,0.17388463020324707,0.17388463020324707
10200454.mseed,30.299999952316284,30.472122,0.17212224006652832,0.17212224006652832
08082248.mseed,30.299999952316284,30.470367,0.17036747932434082,0.17036747932434082
06151842.mseed,30.40000009536743,30.569185,0.16918516159057617,0.16918516159057617
02180547.mseed,30.5,30.332924,-0.16707611083984375,0.16707611083984375
05152240.mseed,30.59999990463257,30.432957,-0.16704320907592773,0.16704320907592773
11170737.mseed,30.40000009536743,30.566584,0.16658353805541992,0.16658353805541992
02270433.mseed,30.299999952316284,30.465843,0.16584324836730957,0.16584324836730957
05040018.mseed,30.700000047683716,30.534685,-0.1653149127960205,0.1653149127960205
11232014.mseed,30.59999990463257,30.437016,-0.16298437118530273,0.16298437118530273
05012026.mseed,30.700000047683716,30.538576,-0.161423921585083,0.161423921585083
04292030.mseed,30.59999990463257,30.441917,-0.1580824851989746,0.1580824851989746
05072214.mseed,30.299999952316284,30.455032,0.15503239631652832,0.15503239631652832
02260231.mseed,30.700000047683716,30.545395,-0.15460515022277832,0.15460515022277832
05011438.mseed,30.299999952316284,30.454468,0.15446782112121582,0.15446782112121582
01061937.mseed,30.5,30.349693,-0.15030670166015625,0.15030670166015625
04301221.mseed,30.200000047683716,30.349667,0.14966654777526855,0.14966654777526855
09030405.mseed,30.40000009536743,30.250515,-0.14948511123657227,0.14948511123657227
01092211.mseed,30.09999990463257,30.248917,0.14891672134399414,0.14891672134399414
12220620.mseed,30.700000047683716,30.552473,-0.14752697944641113,0.14752697944641113
10040922.mseed,30.299999952316284,30.446629,0.14662861824035645,0.14662861824035645
08071331.mseed,30.09999990463257,30.245773,0.14577341079711914,0.14577341079711914
04152328.mseed,30.59999990463257,30.454521,-0.1454787254333496,0.1454787254333496
01051038.mseed,30.299999952316284,30.44487,0.14487004280090332,0.14487004280090332
04301218.mseed,30.200000047683716,30.342451,0.14245104789733887,0.14245104789733887
02211626.mseed,30.299999952316284,30.442307,0.14230656623840332,0.14230656623840332
08132010.mseed,30.200000047683716,30.342129,0.14212870597839355,0.14212870597839355
01230435.mseed,30.299999952316284,30.441967,0.1419670581817627,0.1419670581817627
11182152.mseed,30.40000009536743,30.25856,-0.14143991470336914,0.14143991470336914
04302059.mseed,30.59999990463257,30.458685,-0.14131498336791992,0.14131498336791992
05072019.mseed,30.5,30.362389,-0.13761138916015625,0.13761138916015625
03170249.mseed,30.40000009536743,30.53759,0.1375899314880371,0.1375899314880371
01231229.mseed,30.59999990463257,30.462568,-0.13743162155151367,0.13743162155151367
01291331.mseed,30.700000047683716,30.562706,-0.13729405403137207,0.13729405403137207
06232219.mseed,30.700000047683716,30.562954,-0.13704609870910645,0.13704609870910645
02180617.mseed,30.700000047683716,30.563253,-0.13674664497375488,0.13674664497375488
11081817.mseed,30.299999952316284,30.435932,0.13593220710754395,0.13593220710754395
